game_a,text_a,level_id_a,game_b,text_b,level_id_b
lode_runner,ground borders diggable ground center ladders vertical rope left gold scattered enemy upper center,242,super_mario_bros,scattered breakable block platforms with midair question block cluster,273
super_mario_bros,two rows of question block upper left goomba trio on ground right,144,the_legend_of_zelda,diagonal wall band across floor with doors top and bottom,216
dungeon,central cross path with walls and bat clusters top left and top right,146,super_mario_bros,flat ground with scattered breakable block platforms and one question block,182
dungeon,walls form maze paths with bats clustered along bottom and center,295,lode_runner,ground left mass diggable ground right platforms ladder center rope top gold right enemy right,194
the_legend_of_zelda,square floor room with four monsters near corners and side doors,418,dungeon,scattered wall blocks with narrow path gaps no bat,452
dungeon,walls form scattered blocks with winding paths and bats dispersed,170,super_mario_bros,two ground pyramids separated by gap,77
dungeon,bats scattered across open paths between wall blocks,217,the_legend_of_zelda,three vertical floor corridors separated by wall blocks,518
dungeon,scattered wall blocks with open paths and bats around edges,55,the_legend_of_zelda,single large floor room enclosed by wall with one door south,384
super_mario_bros,ground platform center with upper left breakable block row and upper right coin row,486,dungeon,walls form maze paths with bats scattered mostly along paths,212
the_legend_of_zelda,square floor ring with central block area and monsters in grid,198,super_mario_bros,flat ground with scattered question block rows and one pipe right,38
the_legend_of_zelda,wall border enclosing large central floor area,286,lode_runner,ground left and right platforms ladders left center rope top gold center enemy top,416
super_mario_bros,staircase ground rising to right with question block and floating ground platforms,495,dungeon,scattered wall clusters with bats spread across open path,270
the_legend_of_zelda,water ring around central floor with blocks,106,lode_runner,ground border bottom diggable ground platforms scattered ladders vertical center left right gold on platforms,466
dungeon,walls form zigzag path with bats scattered throughout,97,lode_runner,ground blocks left and right central ladder gold along ladder enemy top right,314
lode_runner,ground border diggable ground central block ladders right and top rope top gold scattered enemy,249,the_legend_of_zelda,open floor room with two monsters near center,159
the_legend_of_zelda,square floor room with central blocks and side doors,168,super_mario_bros,flat ground with scattered cannons and a goomba question block above,383
dungeon,central path between wall blocks with bat clusters left and right,503,lode_runner,ground border diggable ground center ladders left right rope top gold scattered enemy center,11
dungeon,walls form zigzag path with bats scattered throughout,97,super_mario_bros,flat ground with two elevated brick platforms with question block,404
super_mario_bros,scattered floating breakable block platforms above ground,410,the_legend_of_zelda,large open floor room enclosed by wall with door at bottom center,246
super_mario_bros,flat ground with scattered goomba clusters,45,lode_runner,ground border diggable ground center gold scattered ladders left right rope top enemy right,54
the_legend_of_zelda,square floor room with central block cluster and top bottom door,381,super_mario_bros,stepped ground platform descending right with empty sky,66
the_legend_of_zelda,waterfloor zigzag path through floor grid,192,lode_runner,ground bottom left ladder center gold scattered upper right enemypink person,436
the_legend_of_zelda,large square floor room with four monsters near corners,438,dungeon,central cross path with scattered wall blocks and bats clustered lower center,450
super_mario_bros,two ground platforms separated by gap with single coin above right,22,the_legend_of_zelda,square floor room with two monsters centered and doors top bottom,241
lode_runner,ground bottom band ladders left and center rope mid gold right enemy top left,131,dungeon,maze of walls with many small paths and scattered bats,402
super_mario_bros,stepped ground platform descending right with empty sky,66,the_legend_of_zelda,central block column with diagonal blocks on floor inside wall,331
lode_runner,ground bottom strip ladder left rope center gold top clusters enemy top left,437,dungeon,two bat clusters in lower left and lower right separated by walls and paths,553
lode_runner,ground border diggable ground central rope right ladder left gold upper enemy lower,164,dungeon,winding path around central wall with scattered bat,373
